Index,Developer,Video_Game_Name
85,Konami Digital Entertainment,Teenage Mutant Ninja Turtles 3: Mutant Nightmare
86,Sony Computer Entertainment,Reality Fighters
87,Novarama,Reality Fighters
88,Ubisoft Entertainment,The Price is Right: Decades
89,"Ludia, Inc.",The Price is Right: Decades
90,Konami,Power Pro Kun Pocket 14
91,Game Republic Inc.,Dragon Ball: Origins
92,Namco Bandai Games,Dragon Ball: Origins
93,"Atari, Inc.",Dragon Ball: Origins
94,EA Sports,FIFA 17
95,EA Vancouver,FIFA 17
96,EA Romania,FIFA 17
97,Sony Computer Entertainment,After Hours Athletes
98,Capcom,UN Squadron
99,Tiertex,UN Squadron
100,U.S. Gold,UN Squadron
101,Tecmo,Tecmo Super Bowl
102,THQ,Disney Princess: Enchanting Storybooks
103,Page 44 Studios,Disney Princess: Enchanting Storybooks
104,Global Star Software,Dora the Explorer: Journey to the Purple Planet
105,Monkey Bar Games,Dora the Explorer: Journey to the Purple Planet
106,Working Designs,Lunar 2: Eternal Blue
107,Game Arts,Lunar 2: Eternal Blue
108,Studio Alex,Lunar 2: Eternal Blue
109,Radical Entertainment,NHL Powerplay '96
110,Virgin Interactive Entertainment,NHL Powerplay '96
111,Atlus,Thousand Arms
112,Red Company,Thousand Arms
113,Midway Games,Arctic Thunder
114,Inland Productions,Arctic Thunder
115,Blue Tongue Entertainment,Barnyard
116,THQ,Barnyard
117,FromSoftware,Armored Core: Verdict Day
118,Bandai Namco Entertainment,Armored Core: Verdict Day
119,EA Sports,Madden NFL 17
120,EA Orlando,Madden NFL 17
121,Capcom,Harvey Birdman: Attorney at Law
122,High Voltage Software,Harvey Birdman: Attorney at Law
123,Mindscape,Lost in Shadow
124,Konami,Lost in Shadow
125,Hudson Soft,Lost in Shadow
126,Konami,DEATH NOTE: Kira Game
127,WB Games,Legend of the Guardians: The Owls of Ga'Hoole
128,Krome Studios,Legend of the Guardians: The Owls of Ga'Hoole
129,Tantalus Media,Legend of the Guardians: The Owls of Ga'Hoole
130,Pandora Box Creative Office,Sengoku Cyber: Fujimaru Jigokuhen
131,Sony Computer Entertainment,Sengoku Cyber: Fujimaru Jigokuhen
132,Mistwalker,ASH: Archaic Sealed Heat
133,Racjin,ASH: Archaic Sealed Heat
134,Nintendo,ASH: Archaic Sealed Heat
135,High Impact Games,DreamWorks Super Star Kartz
136,Activision,DreamWorks Super Star Kartz
137,Griptonite Games,Where the Wild Things Are
138,WB Games,Where the Wild Things Are
139,WayForward,Where the Wild Things Are
140,Sega,NHL 2K3
141,Treyarch,NHL 2K3
142,Atari Europe,NHL 2K3
143,NDA Productions,Die Hard: Vendetta
144,Sierra Entertainment,Die Hard: Vendetta
145,Bits Studios,Die Hard: Vendetta
146,VU Games,Die Hard: Vendetta
147,Visual Science,F1 2002
148,Image Space Incorporated,F1 2002
149,Electronic Arts,F1 2002
150,Q Entertainment,Every Extend Extra
151,Buena Vista Games,Every Extend Extra
152,Namco Bandai Games,Every Extend Extra
153,Electronic Arts,FIFA Soccer
154,EA Canada,FIFA Soccer
155,Activision,Cabela's North American Adventures
156,Maxis,Darkspore
157,Electronic Arts,Darkspore
158,AMA Studios,Self-Defense Training Camp
159,Eurocom Entertainment Software,Sphinx and the Cursed Mummy
160,THQ Nordic,Sphinx and the Cursed Mummy
161,THQ,Sphinx and the Cursed Mummy
162,MumboJumbo,Midnight Mysteries: The Edgar Allan Poe Conspiracy
163,Koei Tecmo,Dynasty Warriors 8: Xtreme Legends
164,Omega Force,Dynasty Warriors 8: Xtreme Legends
165,Koei,Dynasty Warriors 8: Xtreme Legends
166,THQ,GT Advance 2: Rally Racing
167,MTO,GT Advance 2: Rally Racing
168,Sega,Yakuza
169,Ryu ga Gotoku Studios,Yakuza
170,Konami,Karaoke Revolution Presents American Idol Encore 2
171,Blitz Games,Karaoke Revolution Presents American Idol Encore 2
172,Koei Tecmo Games,Deception IV: Blood Ties
173,FromSoftware,Tenchu: Shadow Assassins
174,ACQUIRE Corp.,Tenchu: Shadow Assassins
175,Activision,Cabela's Deer Hunt 2005 Season
176,Sand Grain Studios,Cabela's Deer Hunt 2005 Season
177,Magic Wand Productions,Cabela's Deer Hunt 2005 Season
178,FUN Labs,Cabela's Deer Hunt 2005 Season
179,Rainbow Studios,SplashDown
180,Atari Interactive,SplashDown
181,SCS Software,18 Wheels of Steel: Extreme Trucker 2
182,THQ,18 Wheels of Steel: Extreme Trucker 2
183,Ubisoft Milan,F1 Racing Championship
184,Ubisoft Shanghai,F1 Racing Championship
185,Video System,F1 Racing Championship
186,Gradiente,F1 Racing Championship
187,Human Head Studios,Dead Man's Hand
188,"Atari, Inc.",Dead Man's Hand
189,"Creat Studios, Inc.",Smash Cars
190,EA Sports,NASCAR 07
191,EA Orlando,NASCAR 07
192,Exient Entertainment,NASCAR 07
193,Polygon Magic,Tecmo Bowl: Kickoff
194,Tecmo,Tecmo Bowl: Kickoff
195,Animation Arts,Lost Horizon
196,Deep Silver,Lost Horizon
197,Koch Media,Lost Horizon
198,SCE London Studio,SingStar Latino
199,SCE Worldwide Studios Europe,SingStar Latino
200,EA Sports BIG,NFL Tour
201,EA Orlando,NFL Tour
202,Smack Down Productions,Minute to Win It
203,Zoo Publishing,Minute to Win It
204,HB Studios,Rugby 15
205,Maximum Family Games,Rugby 15
206,Bigben Interactive,Rugby 15
207,TYPE-MOON,Melty Blood: Act Cadenza
208,French Bread,Melty Blood: Act Cadenza
209,Ecole Software,Melty Blood: Act Cadenza
210,Sega,Melty Blood: Act Cadenza
211,Atlus,Dokapon Kingdom
212,Sting,Dokapon Kingdom
213,Sega,ToeJam & Earl III: Mission to Earth
214,Microsoft Game Studios,ToeJam & Earl III: Mission to Earth
215,Visual Concepts,ToeJam & Earl III: Mission to Earth
216,ToeJam & Earl Productions,ToeJam & Earl III: Mission to Earth
217,Infinite Interactive,Puzzle Quest 2
218,D3 Publisher,Puzzle Quest 2
219,Digital Eclipse,Phantasy Star Collection
220,THQ,Phantasy Star Collection
221,Infogrames,Phantasy Star Collection
222,Overworks,Phantasy Star Collection
223,"Sega Enterprises, Ltd.",Phantasy Star Collection
224,THQ,LEGO Knights' Kingdom
225,Razorback Developments,LEGO Knights' Kingdom
226,Square Enix,Final Fantasy III
227,Bandai Namco Entertainment,Taiko Drum Master: Tokumori!
228,Nintendo,Disney Art Academy
229,Headstrong Games,Disney Art Academy
230,NIS America,A Witch's Tale
231,Hit Maker,A Witch's Tale
232,Electronic Arts,MySims SkyHeroes
233,Behaviour Interactive,MySims SkyHeroes
234,Atlus,Persona 5
235,Atlus USA,Persona 5
236,P Studio,Persona 5
237,Deep Silver,Persona 5
238,Sega,Persona 5
239,Tamsoft,Hyperdimension Neptunia U: Action Unleashed
240,Compile Heart,Hyperdimension Neptunia U: Action Unleashed
241,Idea Factory,Hyperdimension Neptunia U: Action Unleashed
242,XSEED Games,Retro Game Challenge
243,BANDAI NAMCO Games Inc,Retro Game Challenge
244,Acclaim Entertainment,NBA Jam 2002
245,D3Publisher,Yogi Bear: The Video Game
246,Neverland,Shining Force NEO
247,Sega,Shining Force NEO
248,Global Star Software,Army Men: Sarge's War
249,EA Sports BIG,FIFA Street 2
250,EA Canada,FIFA Street 2
251,2K Games,Fantastic Four: Rise of the Silver Surfer
252,7 Studios,Fantastic Four: Rise of the Silver Surfer
253,Visual Concepts,Fantastic Four: Rise of the Silver Surfer
254,SouthPeak Interactive,Monster Madness: Battle for Suburbia
255,Immersion Games,Monster Madness: Battle for Suburbia
256,Artificial Studios,Monster Madness: Battle for Suburbia
257,Xplosiv,Taito Legends
258,Empire Interactive,Taito Legends
259,Sega,Taito Legends
260,Atomic Planet Entertainment,Taito Legends
261,Taito,Taito Legends
262,Midway Games,Mechanic Master
263,Ubisoft Shanghai,Tom Clancy's EndWar
264,Red Storm Entertainment,Tom Clancy's Rainbow Six: Rogue Spear
265,Namco,Pac 'n Roll
266,Scholastic,Animal Genius
267,Big Blue Bubble,Animal Genius
268,"The Neverhood, Inc.",BoomBots
269,Dreamworks Interactive,BoomBots
270,SouthPeak Interactive,BoomBots
271,EA Sports,NFL Head Coach 09
272,EA Orlando,NFL Head Coach 09
273,4J Studios,Star Trek: Conquest
274,Bethesda Softworks,Star Trek: Conquest
275,Activision,Blood Drive
276,Sidhe Interactive,Blood Drive
277,Acclaim Entertainment,World Championship Rugby
278,Swordfish Studios,World Championship Rugby
279,Ubisoft Entertainment,The Price is Right: Decades
280,"Ludia, Inc.",The Price is Right: Decades
281,Microsoft Game Studios,Phantom Dust
282,Majesco Entertainment,Phantom Dust
283,Code Mystics,Phantom Dust
284,FarSight Studios,Vacation Isle: Beach Party
285,Warner Bros. Interactive Entertainment,Vacation Isle: Beach Party
286,Terminal Reality,The Walking Dead: Survival Instinct
287,Activision,The Walking Dead: Survival Instinct
288,Gainax,Shinseiki Evangelion: Koutetsu no Girlfriend
289,Bandai,Shinseiki Evangelion: Koutetsu no Girlfriend
290,Gainax Network Systems,Shinseiki Evangelion: Koutetsu no Girlfriend
291,"Sega Enterprises, Ltd.",Shinseiki Evangelion: Koutetsu no Girlfriend
292,Sega,Puyo Puyo Tetris
293,Sonic Team,Puyo Puyo Tetris
294,Bitbaboon,Puyo Puyo Tetris
295,Capcom,Mega Man Battle Chip Challenge
296,Inti Creates,Mega Man Battle Chip Challenge
297,Nintendo,Fatal Frame: Maiden of Black Water
298,Nintendo SPD,Fatal Frame: Maiden of Black Water
299,Koei Tecmo Games,Fatal Frame: Maiden of Black Water
300,Ubisoft Montreal,Prince of Persia: Rival Swords
301,Pipeworks Studios,Prince of Persia: Rival Swords
302,Ubisoft Entertainment,Prince of Persia: Rival Swords
303,Omega Force,Samurai Warriors 4-II
304,Koei Tecmo,Samurai Warriors 4-II
305,Ubisoft Montreal,Tom Clancy's Splinter Cell Trilogy
306,Ubisoft Milan,Tom Clancy's Splinter Cell Trilogy
307,Ubisoft Entertainment,Tom Clancy's Splinter Cell Trilogy
308,WB Games,The Lord of the Rings: Aragorn's Quest
309,Headstrong Games,The Lord of the Rings: Aragorn's Quest
310,TT Fusion,The Lord of the Rings: Aragorn's Quest
311,Swordfish Studios,Cold Winter
312,Sierra Entertainment,Cold Winter
313,Konami,Ring of Red
314,Konami,International Track & Field 2000
315,Wideload Games,Stubbs the Zombie in Rebel Without a Pulse
316,Aspyr Media,Stubbs the Zombie in Rebel Without a Pulse
317,DC Comics,Batman: Dark Tomorrow
318,Kemco,Batman: Dark Tomorrow
319,WB Games,Batman: Dark Tomorrow
320,HotGen,Batman: Dark Tomorrow
321,THQ,Ping Pals
322,WayForward Technologies,Ping Pals
323,SCE San Diego Studio,MLB 13: The Show
324,Sony Computer Entertainment,MLB 13: The Show
325,Sega AM2,18 Wheeler: American Pro Trucker
326,Sega,18 Wheeler: American Pro Trucker
327,Acclaim Entertainment,18 Wheeler: American Pro Trucker
328,SNK,The King of Fighters '99
329,BMG Interactive,Mass Destruction
330,Gainax,Shinseiki Evangelion: Koutetsu no Girlfriend
331,Bandai,Shinseiki Evangelion: Koutetsu no Girlfriend
332,Gainax Network Systems,Shinseiki Evangelion: Koutetsu no Girlfriend
333,"Sega Enterprises, Ltd.",Shinseiki Evangelion: Koutetsu no Girlfriend
334,Black Rock Studios,Split/Second
335,Disney Interactive Studios,Split/Second
336,Sumo Digital,Split/Second
337,Namco Bandai Games,Warhammer: Battle March
338,Black Hole Entertainment,Warhammer: Battle March
339,Deep Silver,Warhammer: Battle March
340,Ubisoft Montreal,Batman: Rise of Sin Tzu
341,Ubisoft Entertainment,Batman: Rise of Sin Tzu
342,SNK Playmore,The King of Fighters XII
343,Ignition Entertainment,The King of Fighters XII
344,Rising Star Games,Super Swing Golf Season 2
345,Tecmo,Super Swing Golf Season 2
346,Destination Software,Garfield's Fun Fest
347,Black Lantern Studios,Garfield's Fun Fest
348,DSI Games,Garfield's Fun Fest
349,Zoo Digital,Garfield's Fun Fest
350,THQ,Desktop Tower Defense
351,Global Star Software,Spy vs Spy
352,Vicious Cycle Software,Spy vs Spy
353,Papaya Studio,Coraline
354,D3 Publisher,Coraline
355,Darkworks,Cold Fear
356,Nintendo,Zangeki no Reginleiv
357,Sandlot,Zangeki no Reginleiv
358,Electronic Arts,Zubo
359,BrightLight,Zubo
360,Midway Games,NHL Hitz 20-03
361,Black Box Games,NHL Hitz 20-03
362,Exient Entertainment,NHL Hitz 20-03
363,FromSoftware,Murakumo: Renegade Mech Pursuit
364,DreamCatcher Games,The Hardy Boys: Treasure on the Tracks
365,Majesco Entertainment,Gun Metal
366,Rage Software,Gun Metal
367,Strategy First,Gun Metal
368,Zoo Digital,Gun Metal
369,Edge of Reality,Transformer: Rise of the Dark Spark
370,Activision,Transformer: Rise of the Dark Spark
371,Terminal Reality,BloodRayne
372,Majesco Entertainment,BloodRayne
373,Plug In Digital,MotoGP 14 
374,Milestone,MotoGP 14 
375,SNK Playmore USA,Metal Slug 4 & 5
376,Mega Enterprise,Metal Slug 4 & 5
377,Noise Factory,Metal Slug 4 & 5
378,BrezzaSoft,Metal Slug 4 & 5
379,SNK Playmore,Metal Slug 4 & 5
380,Dimps,InuYasha: A Feudal Fairy Tale
381,Griptonite Games,Where the Wild Things Are
382,WB Games,Where the Wild Things Are
383,WayForward,Where the Wild Things Are
384,Omega Force,Toukiden 2
385,Koei Tecmo Europe,Toukiden 2
386,Koei Tecmo America Corporation,Toukiden 2
387,Koei Tecmo,Toukiden 2
388,Warner Bros. Interactive Entertainment,Happy Feet Two
389,Warner Bros. Interactive Entertainment,Happy Feet Two
390,Warner Bros. Interactive Entertainment,Happy Feet Two
391,Warner Bros. Interactive Entertainment,Happy Feet Two
392,Edge of Reality,Transformer: Rise of the Dark Spark
393,Activision,Transformer: Rise of the Dark Spark
394,Namco,Pac-Man Pinball Advance
395,Humansoft,Pac-Man Pinball Advance
396,Sensory Sweep Studios,Yu Yu Hakusho: Tournament Tactics
397,Screaming Games,Yu Yu Hakusho: Tournament Tactics
398,"Atari, Inc.",Yu Yu Hakusho: Tournament Tactics
399,Lavastorm,Home Run King
400,Sega,Home Run King
401,WOW Entertainment,Home Run King
402,Sting,To Heart 2: Dungeon Travelers
403,Aquaplus,To Heart 2: Dungeon Travelers
404,DMM GAMES,To Heart 2: Dungeon Travelers
405,Shiravune,To Heart 2: Dungeon Travelers
406,THQ,WWE All Stars
407,THQ San Diego,WWE All Stars
408,2K Sports,MLB Power Pros
409,Konami,MLB Power Pros
410,Renegade Kid,Dementium II
411,SouthPeak Games,Dementium II
412,EA Orlando,GoldenEye: Rogue Agent
413,Electronic Arts,GoldenEye: Rogue Agent
414,n-Space,GoldenEye: Rogue Agent
415,Nintendo,Kousoku Card Battle: Card Hero
416,Arc System Works,BlazBlue: Calamity Trigger Portable
417,Konami,Tokimeki Memorial: Girl's Side 2nd Season
418,Capcom,Capcom vs. SNK 2 EO
419,Beyond Games,Hot Wheels Velocity X
420,THQ,Hot Wheels Velocity X
421,Ubisoft Montreal,Open Season
422,Ubisoft Québec,Open Season
423,XSEED Games,Akiba's Trip: Undead & Undressed
424,ACQUIRE Corp.,Akiba's Trip: Undead & Undressed
425,NIS America,Akiba's Trip: Undead & Undressed
426,Halfbrick Studios,de Blob 2
427,Syfy Kids,de Blob 2
428,THQ,de Blob 2
429,Techland,Call of Juarez: The Cartel
430,Ubisoft Entertainment,Call of Juarez: The Cartel
431,EA Canada,EA Replay
432,Electronic Arts,EA Replay
433,Tose,Contra Advance: The Alien Wars EX
434,Cing,Contra Advance: The Alien Wars EX
435,Konami,Contra Advance: The Alien Wars EX
436,Aksys Games,Jake Hunter Detective Story: Memories of the Past
437,WorkJam,Jake Hunter Detective Story: Memories of the Past
438,Arc System Works,Jake Hunter Detective Story: Memories of the Past
439,Majesco Entertainment,Escape The Museum
440,Gogii Games,Escape The Museum
441,GameMill Entertainment,Escape The Museum
442,21 rocks,Escape The Museum
443,WB Games,LEGO Ninjago: Shadow of Ronin
444,TT Fusion,LEGO Ninjago: Shadow of Ronin
445,Warner Bros. Entertainment Inc.,LEGO Ninjago: Shadow of Ronin
446,Redtribe,Space Chimps
447,Wicked Witch Software,Space Chimps
448,Brash Entertainment,Space Chimps
449,EA Sports,FIFA Soccer 06
450,Maximum Family Games,JASF: Jane's Advanced Strike Fighters
451,Trickstar Games,JASF: Jane's Advanced Strike Fighters
452,Activision Value,The History Channel: Battle for the Pacific
453,Cauldron HQ,The History Channel: Battle for the Pacific
454,3DO,Army Men: RTS
455,Pandemic Studios,Army Men: RTS
456,Bandai Namco Entertainment,Mobile Suit Gundam: MS Sensen 0079
457,Bandai,Mobile Suit Gundam: MS Sensen 0079
458,Bandai Namco Entertainment,Digimon Story: Cyber Sleuth
459,Media.Vision,Digimon Story: Cyber Sleuth
460,"h.a.n.d., Inc.",Digimon Story: Cyber Sleuth
461,Sony Computer Entertainment of America,Cloudy With a Chance of Meatballs
462,Ubisoft Shanghai,Cloudy With a Chance of Meatballs
463,Ubisoft Entertainment,Cloudy With a Chance of Meatballs
464,Blue Byte Software,The Settlers
465,Ubisoft Entertainment,The Settlers
466,Firefly Studios,Stronghold
467,Take-Two Interactive,Stronghold
468,Bugbear Entertainment,Ridge Racer Unbounded
469,Bandai Namco Entertainment,Ridge Racer Unbounded
470,Electronic Arts,Family Game Night 4: The Game Show
471,Midway Games,Mortal Kombat: Deception
472,Visual Concepts,ESPN NHL Hockey
473,Sega,ESPN NHL Hockey
474,Eidos Interactive,Monster Lab
475,Backbone Entertainment,Monster Lab
476,O-Games,John Daly's ProStroke Golf
477,Gusto Games,John Daly's ProStroke Golf
478,Activision,XXX
479,Mesa Logic,Maximum Force
480,Perfect Entertainment,Maximum Force
481,Tantalus Interactive,Maximum Force
482,Big Ant Studios,Truth or Lies
483,THQ,Truth or Lies
484,Sega,Worms Forts: Under Siege
485,Team17,Worms Forts: Under Siege
486,Ubisoft Entertainment,Puzzler World 2
487,Eidos Interactive,Project: Snowblind
488,Crystal Dynamics,Project: Snowblind
489,Nixxes Software,Project: Snowblind
490,High Voltage Software,Astro Boy: The Video Game
491,D3 Publisher,Astro Boy: The Video Game
492,Natsume Inc.,Gabrielle's Ghostly Groove 3D
493,"Santa Entertainment co. , LTD.",Gabrielle's Ghostly Groove 3D
494,Sandlot Games,Cake Mania
495,rondomedia Marketing & Vertriebs GmbH,Cake Mania
496,Majesco,Cake Mania
497,Digital Embryo,Cake Mania
498,Astraware,Cake Mania
499,Binoteq Software,Cake Mania
500,Real Networks,Cake Mania
501,GameHouse,Cake Mania
502,ThreePenny Software,Cake Mania
503,Toys for Bob,Disney's Extreme Skate Adventure
504,Activision,Disney's Extreme Skate Adventure
505,Krome Studios,The Adventures of Jimmy Neutron Boy Genius: Jet Fusion
506,THQ,The Adventures of Jimmy Neutron Boy Genius: Jet Fusion
507,Full Fat,Pac-Man World 2
508,DSI Games,Pac-Man World 2
509,Konami,Pac-Man World 2
510,Nintendo,Odama
511,Vivarium,Odama
512,Monolith Soft,Soma Bringer
513,Nintendo,Soma Bringer
514,ValuSoft,Paws & Claws Pet Vet: Australian Adventures
515,Radon Labs,Paws & Claws Pet Vet: Australian Adventures
516,Traveller's Tales,Bionicle Heroes
517,Eidos Interactive,Bionicle Heroes
518,Amaze Entertainment,Bionicle Heroes
519,Meteorise,Valkyrie Drive: Bhikkhuni
520,Marvelous,Valkyrie Drive: Bhikkhuni
521,Kemco,Top Gear Rally 2
522,Saffire,Top Gear Rally 2
523,Midway,Chopper Attack
524,SETA Corporation,Chopper Attack
525,Gradiente,Chopper Attack
526,Activision,Vigilante 8: 2nd Offense
527,Luxoflux,Vigilante 8: 2nd Offense
528,Syscom Entertainment,Vigilante 8: 2nd Offense
529,Core Design,Fighting Force 64
530,Crave Entertainment,Fighting Force 64
531,System Sacom,Lunacy
532,Atlus,Lunacy
533,Sega,Lunacy
534,Atlus,Snowboard Kids 2
535,Racdym,Snowboard Kids 2
536,Probe Entertainment,Batman & Robin
537,Acclaim Entertainment,Batman & Robin
538,Ubisoft Montreal,Tonic Trouble
539,Ubisoft Entertainment,Tonic Trouble
540,SUNSOFT,Chameleon Twist
541,Japan System Supply,Chameleon Twist
542,"indieszero Co., Ltd.",DualPenSports
543,Namco Bandai Games,DualPenSports
544,505 Games,Grease
545,Paramount Digital Entertainment,Grease
546,Zoe Mode,Grease
547,Big Head Games,Grease
548,Ignition Entertainment,The King of Fighters Collection: The Orochi Saga
549,Sierra Entertainment,The Spiderwick Chronicles
550,Stormfront Studios,The Spiderwick Chronicles
551,Codemasters,Bodycount
552,Codemasters Guildford,Bodycount
553,Namco,Ninja Assault
554,NOW Production,Ninja Assault
555,Omega Force,Samurai Warriors 4
556,Koei Tecmo,Samurai Warriors 4
557,Sega,Planet 51
558,Pyro Studios,Planet 51
559,Working Designs,GunGriffon Blaze
560,Game Arts,GunGriffon Blaze
561,Konami,Frontier Gate
562,tri-Ace,Frontier Gate
563,07th Expansion,Higurashi no Naku Koro ni Matsuri
564,Alchemist,Higurashi no Naku Koro ni Matsuri
565,Zoo Games,Army Men: Soldiers of Misfortune
566,"SIMS Co., Ltd",Top Angler: Real Bass Fishing
567,Xicat Interactive,Top Angler: Real Bass Fishing
568,Vivendi Universal Games,Eragon
569,Amaze Entertainment,Eragon
570,Stormfront Studios,Eragon
571,Kadokawa Shoten,AKB48+Me
572,Jupiter Corporation,AKB48+Me
573,Acclaim Entertainment,Alias
574,Hudson Soft,Calling
575,Konami,Calling
576,Pipeworks Software,Night at the Museum: Battle of the Smithsonian
577,Amaze Entertainment,Night at the Museum: Battle of the Smithsonian
578,Majesco Entertainment,Night at the Museum: Battle of the Smithsonian
579,Crave Entertainment,Pinball Hall of Fame: The Williams Collection
580,FarSight Studios,Pinball Hall of Fame: The Williams Collection
581,System 3 Software,Pinball Hall of Fame: The Williams Collection
582,Capcom,Spyborgs
583,Bionic Games,Spyborgs
584,Novarama,Invizimals: The Lost Tribes
585,Sony Computer Entertainment,Invizimals: The Lost Tribes
586,Codemasters,Bodycount
587,Codemasters Guildford,Bodycount
588,Activision,X-Men: Next Dimension
589,Exakt Entertainment,X-Men: Next Dimension
590,Midway Studios Los Angeles,X-Men: Next Dimension
591,Climax Entertainment,Felony 11-79
592,ASCII Entertainment,Felony 11-79
593,Yanoman,Felony 11-79
594,Amanita Design,Machinarium
595,THQ Studio Oz,Avatar: The Last Airbender
596,THQ,Avatar: The Last Airbender
597,Tose,Avatar: The Last Airbender
598,Backbone Entertainment,Death Jr.: Root of Evil
599,Eidos Interactive,Death Jr.: Root of Evil
600,Konami,Death Jr.: Root of Evil
601,THQ,Nicktoons: Unite!
602,Climax Group,Nicktoons: Unite!
603,Konami,Lost in Blue
604,inXile Entertainment,Wasteland 2
605,Deep Silver,Wasteland 2
606,Bandai Namco Entertainment,Smash Court Tennis 3
607,Namco,Smash Court Tennis 3
608,WB Games,Batman: Return to Arkham
609,Virtuos,Batman: Return to Arkham
610,Rocksteady Studios,Batman: Return to Arkham
611,Vivendi Games,The Scorpion King: Rise of the Akkadian
612,Point of View,The Scorpion King: Rise of the Akkadian
613,WAVEDGE,Transformers: Beast Wars Transmetals
614,BAM! Entertainment,Transformers: Beast Wars Transmetals
615,Takara,Transformers: Beast Wars Transmetals
616,Nintendo,GiFTPiA
617,Skip Ltd.,GiFTPiA
618,THQ,Constantine
619,SCi Games,Constantine
620,Bits Studios,Constantine
621,Global Star Software,Charlie and the Chocolate Factory
622,Koei,Dynasty Tactics 2
623,Electronic Arts,Ty the Tasmanian Tiger 2: Bush Rescue
624,Krome Studios,Ty the Tasmanian Tiger 2: Bush Rescue
625,7 Studios,Defender
626,Inevitable Entertainment,Defender
627,Midway,Defender
628,Digital Eclipse,Defender
629,Arc System Works,Blazblue: Continuum Shift Extend
630,Aksys Games,Blazblue: Continuum Shift Extend
631,THQ,The Polar Express
