Index,Developer,Video_Game_Name
55,Omega Force,Berserk and the Band of the Hawk
56,Namco,Klonoa Heroes: Densetsu no Star Medal
57,Humongous Entertainment,Pajama Sam: You are What You Eat From Your Head to Your Feet
58,Runecraft,Pajama Sam: You are What You Eat From Your Head to Your Feet
59,Konami Digital Entertainment,Metal Gear Solid V: The Definitive Experience
60,Kojima Productions,Metal Gear Solid V: The Definitive Experience
61,Gameloft,Brothers In Arms DS
62,Alchemist,Gal Gun: Double Peace
63,Inti Creates,Gal Gun: Double Peace
64,PQube,Gal Gun: Double Peace
65,Mindscape,Warhammer: Dark Omen
66,Electronic Arts,Warhammer: Dark Omen
67,1C-Avalon,Off-Road Drive
68,1C-SoftClub,Off-Road Drive
69,Artdink,A Ressha de Ikou DS
70,Ruby Party,Harukanaru Toki no Naka de 4: Aizouban
71,Koei Tecmo Games,Harukanaru Toki no Naka de 4: Aizouban
72,THQ,Ballistic
73,Mitchell Corporation,Ballistic
74,VM Labs,Ballistic
75,Infogrames North America,Ballistic
76,Codemasters,Colin McRae Rally 3
77,Codemasters Southam,Colin McRae Rally 3
78,BoomBox,City Builder
79,Ocean Media,City Builder
80,M2,Sega Rally 2006
81,Sega,Sega Rally 2006
82,Ubisoft Entertainment,TMNT
83,Bandai,Gundam Battle Online
84,Hip Games,Stolen
85,Blue 52,Stolen
86,iNiS,Gitaroo Man Lives!
87,Koei,Gitaroo Man Lives!
88,BongFish,Stoked: Big Air Edition
89,Destineer,Stoked: Big Air Edition
90,Storm City Games,Heathcliff! Frantic Foto
91,5pb.,Memories Off 6: T-Wave
92,WB Games,LEGO Jurassic World
93,Warner Bros. Entertainment Inc.,LEGO Jurassic World
94,TT Games,LEGO Jurassic World
95,Feral Interactive,LEGO Jurassic World
96,Codemasters,Pro Race Driver
97,Codemasters Southam,Pro Race Driver
98,Zoo Games,Story Hour: Fairy Tales
99,Other Ocean Interactive,Story Hour: Fairy Tales
100,Lionhead Studios,The Movies
101,Feral Interactive,The Movies
102,Activision,The Movies
103,Robosoft Technologies,The Movies
104,K2 LLC,Countdown Vampires
105,Bandai,Countdown Vampires
106,Konami,Crypt Killer
107,EA Sports,FIFA World Cup Germany 2006
108,Exient Entertainment,FIFA World Cup Germany 2006
109,Dovetail Games,Train Simulator 2016
110,Any Channel,PO'ed
111,Accolade,PO'ed
112,Coconuts Japan,PO'ed
113,Time Warner Interactive,PO'ed
114,Success Corporation,Battle Hunter
115,Agetec,Battle Hunter
116,Midas Interactive Entertainment,Battle Hunter
117,Valcon Games,Wicked Monster Blast!
118,Corecell Technology,Wicked Monster Blast!
119,THQ,Supreme Commander: Forged Alliance
120,Gas Powered Games,Supreme Commander: Forged Alliance
121,Forged Alliance Forever,Supreme Commander: Forged Alliance
122,Electronic Arts,Darklight Conflict
123,Rage Software,Darklight Conflict
124,Nippon Ichi Software,Shin Hayarigami
125,Intragames,Shin Hayarigami
126,Koei Tecmo Games,Warriors Orochi 3
127,Omega Force,Warriors Orochi 3
128,Banpresto,Dragon Ball: Advanced Adventure
129,Dimps,Dragon Ball: Advanced Adventure
130,"Atari, Inc.",Dragon Ball: Advanced Adventure
131,Konami,Konami Arcade Classics
132,Capcom,Lost Planet 3
133,Spark Unlimited,Lost Planet 3
134,Atlus USA,Super Army War
135,Neko Entertainment,Super Army War
136,Netchubiyori,Ao no Exorcist: Genkoku no Labyrinth
137,Namco Bandai Games,Ao no Exorcist: Genkoku no Labyrinth
138,Agetec,Echo Night Beyond
139,FromSoftware,Echo Night Beyond
140,Indie Games,Echo Night Beyond
141,Nobilis Interactive,Echo Night Beyond
142,Q Entertainment,Meteos: Disney Magic
143,Aspect,Meteos: Disney Magic
144,Platinum Egg,Meteos: Disney Magic
145,Buena Vista Games,Meteos: Disney Magic
146,Activision,Doom II: Hell on Earth
147,Torus Games,Doom II: Hell on Earth
148,Koei,Taikou Risshiden V
149,Monster Games,NASCAR Heat Evolution
150,Dusenberry Martin Racing,NASCAR Heat Evolution
151,Namco Bandai Games,Suzumiya Haruhi no Tsuisou
152,guyzware,Suzumiya Haruhi no Tsuisou
153,Intergrow,Beyblade Evolution
154,Rising Star Games,Beyblade Evolution
155,Koei Tecmo Games,Ar Nosurge: Ode to an Unborn Star
156,Gust,Ar Nosurge: Ode to an Unborn Star
157,Konami,Evolution Skateboarding
158,Konami,Castlevania: Lords of Shadow 2
159,MercurySteam,Castlevania: Lords of Shadow 2
160,Microsoft Game Studios,Halo: Combat Evolved
161,Bungie,Halo: Combat Evolved
162,MacSoft Games,Halo: Combat Evolved
163,Gearbox Software,Halo: Combat Evolved
164,Westlake Interactive,Halo: Combat Evolved
165,Arcadia Project,Tenshou Gakuen Gekkouroku
166,Asmik Ace Entertainment,Tenshou Gakuen Gekkouroku
167,Spike Chunsoft,Exist Archive: The Other Side of the Sky
168,tri-Ace,Exist Archive: The Other Side of the Sky
169,Aksys Games,Exist Archive: The Other Side of the Sky
170,Gammick Entertainment,Little Red Riding Hood's Zombie BBQ
171,Skyworks Interactive,Texas Hold 'Em Poker DS
172,Majesco Entertainment,Texas Hold 'Em Poker DS
173,Climax Studios,Assassin's Creed Chronicles: China
174,Ubisoft Entertainment,Assassin's Creed Chronicles: China
175,Team17,Worms: Ultimate Mayhem
176,Electronic Arts,Rugby 08
177,HB Studios,Rugby 08
178,Konami,GoPets: Vacation Island
179,Sierra Entertainment,Caesar IV
180,Tilted Mill Entertainment,Caesar IV
181,Eutechnyx,Ferrari Challenge Trofeo Pirelli
182,System 3 Software,Ferrari Challenge Trofeo Pirelli
183,Konami,Cy Girls
184,Bandai Namco Entertainment,Ray Gigant
185,Acttil,Ray Gigant
186,Experience Inc.,Ray Gigant
187,K2 Network,APB Reloaded
188,Reloaded Productions,APB Reloaded
189,Deep Silver,APB Reloaded
190,ARCgames,APB Reloaded
191,Crawfish Interactive,The Sum of All Fears
192,Ignition Entertainment,Bubble Bobble Double Shot
193,Traveller's Tales,Bionicle Heroes
194,Eidos Interactive,Bionicle Heroes
195,Electronic Arts,Harry Potter and the Order of the Phoenix
196,Rebellion Developments,Harry Potter and the Order of the Phoenix
197,Activision,Minority Report: Everybody Runs
198,Torus Games,Minority Report: Everybody Runs
199,Graffiti Entertainment,C.O.R.E.
200,Bandai Namco Studios,Super Hero Generation
201,Tom Create,Super Hero Generation
202,Bandai Namco Games,Super Hero Generation
203,Irem,Steambot Chronicles
204,Atlus,Steambot Chronicles
205,Sony Computer Entertainment,Mr. Driller
206,Namco,Mr. Driller
207,Otomate,Toki no Kizuna: Sekigahara Kitan
208,Idea Factory,Toki no Kizuna: Sekigahara Kitan
209,NTT Solmare Corp.,Toki no Kizuna: Sekigahara Kitan
210,Otomate,Norn9: Norn + Nonette
211,Idea Factory,Norn9: Norn + Nonette
212,Tomcat System,Simple DS Series Vol. 15: The Kanshikikan 2 - Aratanaru 8-tsu no Jiken wo Touch seyo
213,D3 Publisher,Simple DS Series Vol. 15: The Kanshikikan 2 - Aratanaru 8-tsu no Jiken wo Touch seyo
214,Torus Games,Gumby vs. the Astrobots
215,Namco,Gumby vs. the Astrobots
216,Take-Two Interactive,Scaler
217,Global Star Software,Scaler
218,A2M,Scaler
219,5pb.,Chaos;Head Noah
220,Chiyomaru Studio,Chaos;Head Noah
221,Sierra Entertainment,Scarface: The World is Yours
222,Radical Entertainment,Scarface: The World is Yours
223,Nippon Ichi Software,Legasista
224,System Prisma,Legasista
225,SNK Playmore,Fatal Fury: Battle Archives Volume 1
226,Ignition Entertainment,Fatal Fury: Battle Archives Volume 1
227,KnowWonder,Harry Potter and the Prisoner of Azkaban
228,Electronic Arts,Harry Potter and the Prisoner of Azkaban
229,Sumo Digital,OutRun 2006: Coast 2 Coast
230,Sega,OutRun 2006: Coast 2 Coast
231,Atlus USA,Rhapsody: A Musical Adventure
232,Nippon Ichi Software,Rhapsody: A Musical Adventure
233,NIS America,Rhapsody: A Musical Adventure
234,Agetec,Fading Shadows
235,Ivolgamus,Fading Shadows
236,Gaelco,Smashing Drive
237,Namco,Smashing Drive
238,Point of View,Smashing Drive
239,Capcom,Without Warning
240,Circle Studio,Without Warning
241,Konami,Teenage Mutant Ninja Turtles 3: Mutant Nightmare
242,Konami Digital Entertainment,Teenage Mutant Ninja Turtles 3: Mutant Nightmare
243,SCi Games,Richard Burns Rally
244,Warthog Games,Richard Burns Rally
245,Gizmondo Games,Richard Burns Rally
246,Buka Entertainment,Richard Burns Rally
247,Crave Entertainment,Napoleon Dynamite: The Game
248,7 Studios,Napoleon Dynamite: The Game
249,CD Projekt,Saints Row 2
250,THQ,Saints Row 2
251,Volition,Saints Row 2
252,Atlus,Trine 2
253,Frozenbyte,Trine 2
254,2K Games,Sid Meier's Railroads!
255,Firaxis Games,Sid Meier's Railroads!
256,Feral Interactive,Sid Meier's Railroads!
257,Otomate,Clock Zero: Shuuen no Ichibyou Portable
258,Idea Factory,Clock Zero: Shuuen no Ichibyou Portable
259,Design Factory,Clock Zero: Shuuen no Ichibyou Portable
260,Chunsoft,Trick x Logic: Season 2
261,Idea Factory,Hakuouki: Zuisouroku
262,Otomate,Hakuouki: Zuisouroku
263,Design Factory,Hakuouki: Zuisouroku
264,Jaleco,World Championship Pool 2004
265,Blade Interactive,World Championship Pool 2004
266,Ignition Entertainment,Teenage Zombies: Invasion of the Alien Brain Thingys
267,Visual Shape,The Treasures of Montezuma
268,Alawar Entertainment,The Treasures of Montezuma
269,Capcom,Ailu de Puzzle
270,Natsume Atari,Ailu de Puzzle
271,Gameloft,Real Soccer 2008
272,(Archive) Ubisoft Entertainment SA (Korea),Real Soccer 2008
273,Good Shepherd Entertainment,Transport Fever
274,Urban Games,Transport Fever
275,Digital Illusions CE,True Pinball
276,Ocean Software Ltd.,True Pinball
277,Deep Silver Dambuster Studios,Homefront: The Revolution
278,Deep Silver,Homefront: The Revolution
279,Capcom,RLH: Run Like Hell
280,Digital Mayhem,RLH: Run Like Hell
281,Interplay,RLH: Run Like Hell
282,DreamCatcher Interactive,Obscure
283,Hydravision Entertainment,Obscure
284,MC2-Microïds,Obscure
285,Mighty Rocket Studios,Obscure
286,Koei,Mahjong Taikai
287,Banpresto,Super Robot Taisen: Scramble Commander the 2nd
288,Ubisoft Paris,Just Dance 2017
289,Ubisoft Milan,Just Dance 2017
290,Ubisoft Pune,Just Dance 2017
291,Ubisoft Entertainment,Just Dance 2017
292,Ubisoft Paris,Just Dance 2017
293,Ubisoft Milan,Just Dance 2017
294,Ubisoft Pune,Just Dance 2017
295,Ubisoft Entertainment,Just Dance 2017
296,Experience Inc.,Stranger of Sword City
297,5pb.,Stranger of Sword City
298,NIS America,Stranger of Sword City
299,Realore Studios,Jane's Hotel
300,Zoo Games,Jane's Hotel
301,Beatshapers,Jane's Hotel
302,CAVE Interactive,Espgaluda II Black Label
303,BAM! Entertainment,Hot Potato!
304,Pukka Games,Hot Potato!
305,Torus Games,The Croods: Prehistoric Party!
306,D3Publisher,The Croods: Prehistoric Party!
307,2D Boy,World of Goo
308,Tomorrow Corporation,World of Goo
309,Brighter Minds,World of Goo
310,Microsoft Game Studios,World of Goo
311,Koei,Kiniro no Corda 2 f
312,Konami Digital Entertainment,Pro Evolution Soccer 2017
313,Konami,Pro Evolution Soccer 2017
314,Massive Entertainment,World in Conflict: Complete Edition
315,Sierra Entertainment,World in Conflict: Complete Edition
316,Tecmo,Deception III: Dark Delusion
317,Majesco,Ultimate Game Room
318,Fatshark,Warhammer: The End Times - Vermintide
319,Nordic Games Publishing,Warhammer: The End Times - Vermintide
320,Deep Silver,Secret Files 2: Puritas Cordis
321,Fusionsphere Systems,Secret Files 2: Puritas Cordis
322,Animation Arts,Secret Files 2: Puritas Cordis
323,Keen Games,Secret Files 2: Puritas Cordis
324,Koch Media,Secret Files 2: Puritas Cordis
325,Virtual Toys,Cook Wars
326,Gaia,Monster Kingdom: Jewel Summoner
327,"Sony Computer Entertainment, Inc. (SCEI)",Monster Kingdom: Jewel Summoner
328,Gathering of Developers,Railroad Tycoon 3
329,PopTop Software,Railroad Tycoon 3
330,Square Enix,Kuroshitsuji: Phantom & Ghost
331,Majesco,Zoo Hospital
332,Spike Chunsoft,Fushigi no Dungeon: Fuurai no Shiren 5 - Fortune Tower to Unmei no Dice
333,Artdink,Macross ? Scramble
334,Bandai Namco Entertainment,Macross ? Scramble
335,Artificial Mind & Movement,The Ant Bully
336,Midway Games,The Ant Bully
337,THQ,Sega Arcade Gallery
338,GSC Game World,S.T.A.L.K.E.R.: Clear Sky
339,Deep Silver,S.T.A.L.K.E.R.: Clear Sky
340,GSC World Publishing,S.T.A.L.K.E.R.: Clear Sky
341,XPEC,Black Stone: Magic & Steel
342,THQ,Black Stone: Magic & Steel
343,Idea Factory,Black Stone: Magic & Steel
344,Xicat Interactive,Black Stone: Magic & Steel
345,ValuSoft,NHRA Drag Racing: Countdown to the Championship
346,Pipeworks Software,NHRA Drag Racing: Countdown to the Championship
347,Ironclad Games,Sins of a Solar Empire: Trinity
348,Stardock,Sins of a Solar Empire: Trinity
349,The Game Factory,Bratz Kidz
350,Neko Entertainment,Bratz Kidz
351,Ruby Party,Harukanaru Toki no Naka de: Maihitoyo
352,Koei Tecmo Games,Harukanaru Toki no Naka de: Maihitoyo
353,People Can Fly,Painkiller: Hell Wars
354,DreamCatcher Games,Painkiller: Hell Wars
355,Bandai Namco Entertainment,My Hero Academia: Battle for All
356,Dimps,My Hero Academia: Battle for All
357,Konami,Castlevania Bloodlines
358,Tec Toy,Castlevania Bloodlines
359,Otomate,Hakuouki: Zuisouroku DS
360,Design Factory,Hakuouki: Zuisouroku DS
361,Idea Factory,Hakuouki: Zuisouroku DS
362,Bandai,Detective Conan: Prelude from the Past
363,Easy Interactive,100 Classic Games
364,Imageepoch,Luminous Arc 3
365,Marvelous,Luminous Arc 3
366,D3 Publisher,Adventure Time: Explore the Dungeon Because I Don't Know!
367,Bandai Namco Entertainment,Adventure Time: Explore the Dungeon Because I Don't Know!
368,WayForward,Adventure Time: Explore the Dungeon Because I Don't Know!
369,Sierra Entertainment,World in Conflict
370,Massive Entertainment,World in Conflict
371,Funbox Media,XBLAZE Code: Embryo
372,Arc System Works,XBLAZE Code: Embryo
373,Aksys Games,XBLAZE Code: Embryo
374,2K Sports,Major League Baseball 2K8
375,Kush Games,Major League Baseball 2K8
376,Take-Two Interactive,Major League Baseball 2K8
377,Ruby Party,FabStyle
378,Koei,FabStyle
379,Kando Games,Rebel Raiders: Operation Nighthawk
380,XS Games,Rebel Raiders: Operation Nighthawk
381,Jack Of All Games,Rebel Raiders: Operation Nighthawk
382,Sproing Interactive Media,Astrology DS
383,Koch Media,Astrology DS
384,Deep Silver,Astrology DS
385,Tamsoft,Onechanbara Z Kagura
386,D3Publisher,Onechanbara Z Kagura
387,Koei Tecmo,Dead or Alive Xtreme 3: Venus
388,Team NINJA,Dead or Alive Xtreme 3: Venus
389,Fields Corporation,Gekiatsu!! Pachi Game Tamashi: CR Evangelion - Hajimari no Fukuin
390,Focus Entertainment,Pro Cycling Manager 2016
391,Takara Tomy Arts,PriPara Mezameyo! Megami no Dress Design
392,Buzz Monkey Software,Tomb Raider: Anniversary
393,Feral Interactive,Tomb Raider: Anniversary
394,Robosoft Technologies,Tomb Raider: Anniversary
395,Square Enix,Tomb Raider: Anniversary
396,Nixxes Software,Tomb Raider: Anniversary
397,Eidos Interactive,Tomb Raider: Anniversary
398,Crystal Dynamics,Tomb Raider: Anniversary
399,Sucker Punch Productions,Infamous: First Light
400,Sony Computer Entertainment,Infamous: First Light
401,Namco Bandai Games,The Idolmaster: Gravure For You! Vol. 4
402,Focus Entertainment,Tour de France 2014
403,Midway Games,RedCard 20-03
404,Point of View,RedCard 20-03
405,Destination Software,Deal or No Deal: Special Edition
406,Gravity-i,Deal or No Deal: Special Edition
407,Sonic Team,Puyo Puyo 7
408,"h.a.n.d., Inc.",Puyo Puyo 7
409,Sega Corporation,Puyo Puyo 7
410,Étranges Libellules,Asterix & Obelix: Kick Buttix
411,Atari,Asterix & Obelix: Kick Buttix
412,Sega,Radiant Silvergun
413,ESP,Radiant Silvergun
414,Treasure,Radiant Silvergun
415,Daedalic Entertainment,The Night of the Rabbit
416,Project Soul,Bounty Hounds
417,XPEC Entertainment Inc.,Bounty Hounds
418,Namco,Bounty Hounds
419,Sirius Games,Care Bears - Care Quest
420,The Game Factory,Care Bears - Care Quest
421,Electronic Arts,Burnout Paradise: The Ultimate Box
422,Criterion Games,Burnout Paradise: The Ultimate Box
423,Hudson Soft,Boboboubo Boubobo: Ougi 87.5 Bakuretsu Hanage Shinken
424,ValuSoft,NHRA Drag Racing: Countdown to the Championship
425,Pipeworks Software,NHRA Drag Racing: Countdown to the Championship
426,Eighting,Zatch Bell! Electric Arena
427,Banpresto,Zatch Bell! Electric Arena
428,Codemasters,TOCA Race Driver 3
429,Codemasters Southam,TOCA Race Driver 3
430,Robosoft Technologies,TOCA Race Driver 3
431,Sumo Digital,TOCA Race Driver 3
432,1C-SoftClub,A Game of Thrones: Genesis
433,Focus Entertainment,A Game of Thrones: Genesis
434,Cyanide Studio,A Game of Thrones: Genesis
435,Piranha Bytes,Gothic Universe
436,JoWooD Entertainment AG,Gothic Universe
437,Rejet,Diabolik Lovers: Dark Fate
438,Otomate,Diabolik Lovers: Dark Fate
439,Idea Factory,Diabolik Lovers: Dark Fate
440,Konami,Silent Scope
441,Maximum Games,Deer Drive: Legends
442,505 Games,Yggdra Union: We'll Never Fight Alone
443,Atlus USA,Yggdra Union: We'll Never Fight Alone
444,Sting,Yggdra Union: We'll Never Fight Alone
445,DTP Entertainment,The Cursed Crusade
446,Atlus,The Cursed Crusade
447,Kylotonn Games,The Cursed Crusade
448,United Independent Entertainment GmbH,Hotel Giant 2
449,PerspectX,Hotel Giant 2
450,Enlight Software Limited,Hotel Giant 2
451,"APLUS Co., Ltd.",Gakusen Toshi Asterisk Festa: Houka Kenran
452,Bandai Namco Entertainment,Gakusen Toshi Asterisk Festa: Houka Kenran
453,Impressions Games,Caesar III
454,Sierra Entertainment,Caesar III
455,Ascaron Entertainment,DarkStar One
456,cdv Software Entertainment,DarkStar One
457,Kalypso Media,DarkStar One
458,Genki,Wangan Midnight
459,Konami,ESPN NBA 2Night 2002
460,Activision,Cabela's Dangerous Hunts 2
461,Zoo Digital,Cabela's Dangerous Hunts 2
462,Sand Grain Studios,Cabela's Dangerous Hunts 2
463,ESP,"Crouching Tiger, Hidden Dragon"
464,Namco Bandai Games,Suzumiya Haruhi no Tsuisou
465,guyzware,Suzumiya Haruhi no Tsuisou
466,IO Interactive,Hitman: Blood Money
467,Eidos Interactive,Hitman: Blood Money
468,"Nerve Software, LLC",Duke Nukem 3D: 20th Anniversary World Tour
469,Gearbox Software,Duke Nukem 3D: 20th Anniversary World Tour
470,Gearbox Publishing,Duke Nukem 3D: 20th Anniversary World Tour
471,SouthPeak Interactive,Section 8
472,TimeGate Studios,Section 8
473,THQ,Sabre Wulf
474,Rare,Sabre Wulf
475,Obsidian Entertainment,Alpha Protocol
476,Sega,Alpha Protocol
477,Acclaim Entertainment,SX Superstar
478,Climax Studios,SX Superstar
479,Vivendi Games,Zoo Vet: Endangered Animals
480,Neko Entertainment,Paddington: Adventures in London
481,Humongous Entertainment,Paddington: Adventures in London
482,Crawfish Interactive,Driven
483,BAM! Entertainment,Driven
484,Raven Software,Star Wars Jedi Knight: Jedi Academy
485,Vicarious Visions,Star Wars Jedi Knight: Jedi Academy
486,Activision,Star Wars Jedi Knight: Jedi Academy
487,CyberFront,Star Wars Jedi Knight: Jedi Academy
488,LucasArts,Star Wars Jedi Knight: Jedi Academy
489,Aspyr Media,Star Wars Jedi Knight: Jedi Academy
490,THQ,Red Faction II
491,Cranky Pants Games,Red Faction II
492,Outrage Games,Red Faction II
493,Focus Multimedia,Red Faction II
494,Volition,Red Faction II
495,Aksys Games,Langrisser: Re:Incarnation Tensei
496,NCS,Langrisser: Re:Incarnation Tensei
497,"Extreme Co.,Ltd",Langrisser: Re:Incarnation Tensei
498,Masaya Games,Langrisser: Re:Incarnation Tensei
499,Gust,Atelier Firis: The Alchemist of the Mysterious Journey
500,Koei Tecmo Games,Atelier Firis: The Alchemist of the Mysterious Journey
501,Koei Tecmo America Corporation,Atelier Firis: The Alchemist of the Mysterious Journey
502,Koei Tecmo Europe,Atelier Firis: The Alchemist of the Mysterious Journey
503,Hudson Soft,Original Story from Fairy Tail: Gekitotsu! Kardia Daiseidou
504,Lost Toys,Battle Engine Aquila
505,Encore Software Inc.,Battle Engine Aquila
506,"Atari, Inc.",Battle Engine Aquila
507,XPEC,Hello Kitty: Roller Rescue
508,Namco,Hello Kitty: Roller Rescue
509,Empire Interactive,Hello Kitty: Roller Rescue
510,Sanrio Digital,Hello Kitty: Roller Rescue
511,Capcom,Crimson Tears
512,Spike,Crimson Tears
513,DreamFactory,Crimson Tears
514,Natsume Inc.,Battle Assault 3 featuring Gundam Seed
515,Bandai,Battle Assault 3 featuring Gundam Seed
516,Iguana Entertainment,Batman Forever: The Arcade Game
517,Acclaim Entertainment,Batman Forever: The Arcade Game
518,Activision,Cabela's Outdoor Adventures
519,Zoo Digital,Cabela's Outdoor Adventures
520,FUN Labs,Cabela's Outdoor Adventures
521,Sand Grain Studios,Cabela's Outdoor Adventures
522,Magic Wand Productions,Cabela's Outdoor Adventures
523,Little Orbit,Penguins of Madagascar
524,Torus Games,Penguins of Madagascar
525,Codemasters,Superstars V8 Racing
526,Black Bean Games,Superstars V8 Racing
527,Milestone,Superstars V8 Racing
528,Konami Computer Entertainment Japan,Sunday vs Magazine Shuuketsu! Choujou Daikessen
529,Konami,Sunday vs Magazine Shuuketsu! Choujou Daikessen
530,Crave Entertainment,An American Tail: Fievel's Gold Rush
531,Conspiracy Entertainment,An American Tail: Fievel's Gold Rush
532,Hokus-Pokus,An American Tail: Fievel's Gold Rush
533,Softmax,Magna Carta Portable
534,Banpresto,Magna Carta Portable
535,Otomate,Diabolik Lovers: More Blood
536,Rejet,Diabolik Lovers: More Blood
537,Idea Factory,Diabolik Lovers: More Blood
538,Majesco Entertainment,Swords
539,Panic Button Games,Swords
540,Eidos Interactive,The Italian Job
541,Climax Brighton,The Italian Job
542,CyberConnect2,JoJo's Bizarre Adventure: Eyes of Heaven
543,Bandai Namco Entertainment,JoJo's Bizarre Adventure: Eyes of Heaven
544,Crystal Dynamics,3D Baseball
545,BMG Interactive,3D Baseball
546,Destination Software,Shining Stars
547,Ice-Pick Lodge,The Void
548,ND Games,The Void
549,Techland,The Void
550,"Atari, Inc.",The Void
551,Odyssia,The Void
552,Atlus USA,Tail Concerto
553,"CyberConnect Co., Ltd.",Tail Concerto
554,Bandai,Tail Concerto
555,BattleGoat Studios,Supreme Ruler: Cold War
556,Paradox Interactive,Supreme Ruler: Cold War
557,Big Huge Games,Rise of Nations: Rise of Legends
558,Microsoft Game Studios,Rise of Nations: Rise of Legends
559,Red Storm Entertainment,The Sum of All Fears
560,Ubisoft Entertainment,The Sum of All Fears
561,Agatsuma Entertainment,Yumi's Odd Odyssey
562,Degica Games,Yumi's Odd Odyssey
563,Natsume inc. Japan,Yumi's Odd Odyssey
564,Studio Saizensen,Yumi's Odd Odyssey
565,Natsume Inc.,Yumi's Odd Odyssey
566,Limbic Entertainment,Might & Magic X: Legacy
567,Fuji Television,Night Head: The Labyrinth
568,Scitron & Art Inc,Night Head: The Labyrinth
569,Aspyr Media,Emma at the Farm
570,Capcom,EverBlue 2
571,Arika,EverBlue 2
572,Accelerate Games,7 Wonders: Treasures of Seven
573,MumboJumbo,7 Wonders: Treasures of Seven
574,2K Games,Prey
575,Human Head Studios,Prey
576,SkyZone Entertainment,Prey
577,Spike,Prey
578,Aspyr Media,Prey
579,Venom Games,Prey
580,icculus.org,Prey
581,MachineWorks Northwest,Prey
582,Key,Clannad
583,PROTOTYPE,Clannad
584,Visual Art's MottoSP,Clannad
585,"indieszero Co., Ltd.",Electroplankton
586,Nintendo,Electroplankton
587,Ubisoft Paris,Just Dance 2017
588,Ubisoft Milan,Just Dance 2017
589,Ubisoft Pune,Just Dance 2017
590,Ubisoft Entertainment,Just Dance 2017
591,Sports Interactive,Championship Manager Season 01/02
592,Eidos Interactive,Championship Manager Season 01/02
593,Feral Interactive,Championship Manager Season 01/02
594,Elegant Chaos,Championship Manager Season 01/02
595,Sold Out Sales & Marketing,Championship Manager Season 01/02
596,Plug In Digital,Let's Sing 2016
597,Voxler,Let's Sing 2016
598,Deep Silver,Let's Sing 2016
599,Ravenscourt,Let's Sing 2016
600,Capcom,Dragon's Dogma Online
601,Her Interactive,Nancy Drew: Alibi In Ashes
602,Exient Entertainment,FIFA World Cup: Germany 2006
603,EA Sports,FIFA World Cup: Germany 2006
604,Screaming Pink,Earthworm Jim 2
605,Shiny Entertainment,Earthworm Jim 2
606,Playmates Interactive Entertainment,Earthworm Jim 2
607,Virgin Interactive Entertainment (Europe) Ltd.,Earthworm Jim 2
608,Takara,Earthworm Jim 2
609,Majesco,Earthworm Jim 2
610,Super Empire,Earthworm Jim 2
611,Interplay Entertainment,Earthworm Jim 2
