Index,Developer,Video_Game_Name
285,Rising Star Games,DoDonPachi Resurrection
286,Degica Games,DoDonPachi Resurrection
287,CAVE Interactive,DoDonPachi Resurrection
288,Chunsoft,Trick x Logic: Season 1
289,Nintendo,Mawashite Tsunageru Touch Panic
290,AKI Corporation,Mawashite Tsunageru Touch Panic
291,505 Games,MorphX
292,Buka Entertainment,MorphX
293,Targem Games,MorphX
294,Namco,Sigma Star Saga
295,WayForward Technologies,Sigma Star Saga
296,"Atari, Inc.",Sigma Star Saga
297,Koei Tecmo Games,Winning Post 7 2010
298,Majesco Entertainment,Air Traffic Chaos
299,Sonic Powered,Air Traffic Chaos
300,Interchannel-Holon,Air Traffic Chaos
301,Ertain,Air Traffic Chaos
302,Ubisoft Entertainment,Batman: Gotham City Racer
303,"Sinister Games, Inc.",Batman: Gotham City Racer
304,Telltale Games,Game of Thrones (Telltale)
305,Arc System Works,Sengoku Basara X
306,Capcom,Sengoku Basara X
307,THQ Nordic,Legend of Kay
308,Kaiko,Legend of Kay
309,Nordic Games Group,Legend of Kay
310,Atlus,Ontamarama
311,Honeybee,Starry ? Sky: In Spring
312,Exient Entertainment,FIFA Soccer 2004
313,Electronic Arts,FIFA Soccer 2004
314,Smart Dog,Downforce
315,Titus Interactive,Downforce
316,Titus Software,Downforce
317,MTO,Downforce
318,PROTOTYPE,Little Busters! Converted Edition
319,Key,Little Busters! Converted Edition
320,Legacy Interactive,Pet Pals: New Leash on Life
321,Neverland,Disney's Party
322,Electronic Arts,Disney's Party
323,Hudson Soft,Disney's Party
324,Tomy,Disney's Party
325,2K Marin,The Bureau: XCOM Declassified
326,2K Games,The Bureau: XCOM Declassified
327,Oxygen Games,Hysteria Hospital: Emergency Ward
328,Game Invest,Hysteria Hospital: Emergency Ward
329,Majesco,Nanostray 2
330,Atlus,Dokapon Journey
331,Suzak,Dokapon Journey
332,Namco Bandai Games,Summon Night X: Tears Crown
333,ValuSoft,Pawly Pets: My Vet Practice
334,Noise Factory,Metal Slug Anthology
335,Nazca Corporation,Metal Slug Anthology
336,Terminal Reality,Metal Slug Anthology
337,SNK,Metal Slug Anthology
338,SNK Playmore,Metal Slug Anthology
339,Telltale Games,Back to the Future: The Game
340,Pioneer LDC,Taiho Shichauzo!
341,HAMSTER Corporation,Taiho Shichauzo!
342,Phantagram,Phantom Crash
343,Genki,Phantom Crash
344,CAVE Interactive,Yanya Caballista: City Skater
345,Koei,Yanya Caballista: City Skater
346,Activision,SeaWorld Adventure Parks: Shamu's Deep Sea Adventure
347,FUN Labs,SeaWorld Adventure Parks: Shamu's Deep Sea Adventure
348,Magic Wand Productions,SeaWorld Adventure Parks: Shamu's Deep Sea Adventure
349,Sand Grain Studios,SeaWorld Adventure Parks: Shamu's Deep Sea Adventure
350,Humagade,SeaWorld Adventure Parks: Shamu's Deep Sea Adventure
351,Namco Bandai Games,The Idolmaster: Gravure For You! Vol. 2
352,Runecraft,Arthur! Ready to Race
353,Mattel Interactive,Arthur! Ready to Race
354,The Learning Company,Arthur! Ready to Race
355,Technosoft,Thunder Force V: Perfect System
356,Working Designs,Thunder Force V: Perfect System
357,Twenty-one,Thunder Force V: Perfect System
358,WOW Entertainment,The Typing of the Dead
359,Sega,The Typing of the Dead
360,Smilebit,The Typing of the Dead
361,Atlus USA,Utawarerumono: Futari no Hakuoro
362,Deep Silver,Utawarerumono: Futari no Hakuoro
363,Aquaplus,Utawarerumono: Futari no Hakuoro
364,DMM GAMES,Utawarerumono: Futari no Hakuoro
365,Shiravune,Utawarerumono: Futari no Hakuoro
366,Telltale Games,Sam & Max: Beyond Time and Space
367,Bandai Namco Holdings,The Idolm@ster: Dearly Stars
368,Chunsoft,Shiren the Wanderer 5 Plus: Fortune Tower and the Dice of Fate
369,Spike Chunsoft,Shiren the Wanderer 5 Plus: Fortune Tower and the Dice of Fate
370,Activision,Over the Hedge: Hammy Goes Nuts!
371,Vicarious Visions,Over the Hedge: Hammy Goes Nuts!
372,Amaze Entertainment,Over the Hedge: Hammy Goes Nuts!
373,MLB.com,R.B.I. Baseball 2016
374,Banpresto,Bakemonogatari Portable
375,Namco Bandai Games,Bakemonogatari Portable
376,Atomic Planet Entertainment,Jenga World Tour
377,"Atari, Inc.",Jenga World Tour
378,Polygon Magic,Tenchu: Dark Secret
379,FromSoftware,Tenchu: Dark Secret
380,Nintendo,Tenchu: Dark Secret
381,TDK Mediactive,Shrek Super Party
382,Mass Media Inc,Shrek Super Party
383,Inland Productions,Monster 4x4: Masters of Metal
384,Ubisoft Barcelona,Monster 4x4: Masters of Metal
385,2K Sports,Top Spin 2
386,Indie Built,Top Spin 2
387,Konami,NHL Blades of Steel '99
388,Bandai Namco Games,Super Heroine Chronicle
389,Namco Bandai Games,Super Heroine Chronicle
390,Banpresto,Super Heroine Chronicle
391,Codemasters,Second Sight
392,Free Radical Design,Second Sight
393,Sonic Team,Puyo Pop
394,Sega,Puyo Pop
395,THQ,Puyo Pop
396,ACQUIRE Corp.,Kamiwaza
397,Behaviour Interactive,SpongeBob SquarePants: Plankton's Robotic Revenge
398,Activision,SpongeBob SquarePants: Plankton's Robotic Revenge
399,Zen United,Arcana Heart 3
400,Arc System Works,Arcana Heart 3
401,Examu,Arcana Heart 3
402,Aksys Games,Arcana Heart 3
403,Konami,Rave Master
404,Vega Mobile,Bejeweled Twist
405,PopCap Games,Bejeweled Twist
406,Namco Bandai Games,Kinnikuman Muscle Grand Prix Max
407,Codemasters,GRID
408,Firebrand Games,GRID
409,Codemasters,GRID
410,Firebrand Games,GRID
411,PQube,Steins;Gate 0
412,5pb.,Steins;Gate 0
413,MAGES.,Steins;Gate 0
414,Digital Touch,Steins;Gate 0
415,Spike Chunsoft,Steins;Gate 0
416,Rising Star Games,Ivy the Kiwi?
417,Bandai Namco Entertainment,Ivy the Kiwi?
418,XSEED Games,Ivy the Kiwi?
419,Prope,Ivy the Kiwi?
420,Gamecock Media Group,Hail to the Chimp
421,Wideload Games,Hail to the Chimp
422,Acclaim Entertainment,Alias
423,Banpresto,Super Robot Taisen Neo
424,Namco Bandai Games,Super Robot Taisen Neo
425,Konami,ESPN International Winter Sports 2002
426,Produce,Dual Heroes
427,Hudson Soft,Dual Heroes
428,Electro Brain,Dual Heroes
429,Opus,Fighter Destiny 2
430,SouthPeak Interactive,Fighter Destiny 2
431,Player 1,Hercules: The Legendary Journeys
432,Titus Software,Hercules: The Legendary Journeys
433,Japan System Supply,Chameleon Twist 2
434,SUNSOFT,Chameleon Twist 2
435,Sumo Digital,OutRun 2006: Coast 2 Coast
436,Sega,OutRun 2006: Coast 2 Coast
437,Player 1,Blues Brothers 2000
438,Titus Software,Blues Brothers 2000
439,Cattle Call,Metal Max 2 Reloaded
440,Kadokawa Games,Metal Max 2 Reloaded
441,Smart Dog,All Star Tennis 99
442,Gradiente,All Star Tennis 99
443,Koei,Winning Post World
444,DreamCatcher Interactive,Arx Fatalis
445,JoWooD Entertainment AG,Arx Fatalis
446,Mindscape,Arx Fatalis
447,Capcom,Arx Fatalis
448,WizarBox,Arx Fatalis
449,Arkane Studios,Arx Fatalis
450,Floodgate Entertainment,Arx Fatalis
451,Bethesda Softworks,Arx Fatalis
452,Sony Computer Entertainment Europe,Mega Minis Volume 3
453,Icon Games Entertainment,Mega Minis Volume 3
454,Rake in Grass,Mega Minis Volume 3
455,Beatshapers,Mega Minis Volume 3
456,Mediatonic,Mega Minis Volume 3
457,Slitherine Ltd.,Mega Minis Volume 3
458,PQube,Ride
459,Bandai Namco Holdings,Ride
460,Milestone,Ride
461,Bandai,Detective Conan: Prelude from the Past
462,Majesco Entertainment,Zumba Fitness Core
463,Zoe Mode,Zumba Fitness Core
464,Gust,Atelier Rorona: Alchemist of Arland
465,Tecmo Koei Games,Atelier Rorona: Alchemist of Arland
466,NIS America,Atelier Rorona: Alchemist of Arland
467,Majesco Entertainment,Guilty Gear Dust Strikers
468,Arc System Works,Guilty Gear Dust Strikers
469,Studio XELFLEX,Guilty Gear Dust Strikers
470,THQ,Dark Summit
471,Radical Entertainment,Dark Summit
472,Electronic Arts,Orcs & Elves
473,Fountainhead Entertainment,Orcs & Elves
474,id Software,Orcs & Elves
475,Capcom,Sengoku Basara 4: Sumeragi
476,Focus Entertainment,TrackMania Turbo: Build to Race
477,City Interactive,TrackMania Turbo: Build to Race
478,Eighting,Kamen Rider: Battride War Genesis
479,Bandai Namco Entertainment,Kamen Rider: Battride War Genesis
480,LucasArts,Star Wars: Republic Commando
481,Activision,Star Wars: Republic Commando
482,Electronic Arts,Star Wars: Republic Commando
483,Aspyr Media,Star Wars: Republic Commando
484,Brain in a Jar,Kart Racer
485,Nordic Games Publishing,Kart Racer
486,Synthetic Dimensions,Chronicles of the Sword
487,Psygnosis,Chronicles of the Sword
488,Blizzard Entertainment,The Lost Vikings
489,Vivendi Universal Games,The Lost Vikings
490,Mass Media Inc,The Lost Vikings
491,Blizzard Classic Arcade,The Lost Vikings
492,Ruby Party,Harukanaru Toki no Naka de 3
493,Koei Tecmo Games,Harukanaru Toki no Naka de 3
494,Global Star Software,Codename: Kids Next Door: Operation V.I.D.E.O.G.A.M.E.
495,High Voltage Software,Codename: Kids Next Door: Operation V.I.D.E.O.G.A.M.E.
496,Focus Entertainment,Sherlock Holmes: Crimes & Punishments
497,Frogwares,Sherlock Holmes: Crimes & Punishments
498,Maximum Games,Sherlock Holmes: Crimes & Punishments
499,Natsume Inc.,Reel Fishing: The Great Outdoors
500,LEVEL-5,Guild 01
501,Grasshopper Manufacture,Guild 01
502,Vivarium,Guild 01
503,Nex Entertainment,Guild 01
504,Activision,Ty the Tasmanian Tiger 3: Night of the Quinkan
505,Krome Studios,Ty the Tasmanian Tiger 3: Night of the Quinkan
506,Konami,Tokimeki Memorial Girl's Side 2nd Kiss
507,Chunsoft,Fushigi no Dungeon: Fuurai no Shiren 3 Portable
508,Spike,Fushigi no Dungeon: Fuurai no Shiren 3 Portable
509,Arc System Works,Hokuto no Ken
510,Sega,Hokuto no Ken
511,PopCap Games,Plants vs. Zombies
512,Electronic Arts,Plants vs. Zombies
513,Ignition Entertainment,George of the Jungle and the Search for the Secret
514,Crave Entertainment,George of the Jungle and the Search for the Secret
515,7 Studios,George of the Jungle and the Search for the Secret
516,Conspiracy Entertainment,Stretch Panic
517,Swing! Entertainment Media,Stretch Panic
518,Kadokawa Shoten,Stretch Panic
519,Treasure,Stretch Panic
520,FarSight Studios,Hotel for Dogs
521,505 Games,Hotel for Dogs
522,Idea Factory,Blazing Souls: Accelate
523,Aksys Games,Blazing Souls: Accelate
524,Rising Star Games,Blazing Souls: Accelate
525,HyperDevbox Japan,Blazing Souls: Accelate
526,Sega of America,Baku Baku
527,Sega Entertainment,Baku Baku
528,Sega AM3,Baku Baku
529,"Sega Enterprises, Ltd.",Baku Baku
530,Bandai,SD Gundam: Over Galaxian
531,Lay-Up,SD Gundam: Over Galaxian
532,Next Level Games,Metroid Prime: Federation Force
533,Nintendo of Europe,Metroid Prime: Federation Force
534,Nintendo,Metroid Prime: Federation Force
535,Kemco,Rogue Ops
536,Bits Studios,Rogue Ops
537,Konami,BeatMania IIDX 3rd Style
538,Kadokawa Games,Natural Doctrine
539,NIS America,Natural Doctrine
540,Codemasters Southam,DiRT 2
541,Codemasters,DiRT 2
542,Sony Computer Entertainment,DiRT 2
543,Overkill Software,Payday 2
544,505 Games,Payday 2
545,Starbreeze Studios,Payday 2
546,Global Star Software,Hummer Badlands
547,Eutechnyx,Hummer Badlands
548,EKO Software,Woody Woodpecker: Escape from Buzz Buzzard Park
549,Cryo Interactive,Woody Woodpecker: Escape from Buzz Buzzard Park
550,DreamCatcher Interactive,Woody Woodpecker: Escape from Buzz Buzzard Park
551,Taito,Furu Furu Park
552,Majesco Entertainment,Furu Furu Park
553,505 Games,Furu Furu Park
554,Sega Games,Hatsune Miku: Project Diva X
555,THQ,Alter Echo
556,Outrage Games,Alter Echo
557,Capcom,Resident Evil 4 HD
558,Capcom Production Studio 4,Resident Evil 4 HD
559,System 3 Software,Impossible Mission
560,Hip Games,Around the World in 80 Days
561,Saffire,Around the World in 80 Days
562,Konami,Houkago Shounen
563,Will,Houkago Shounen
564,Joindots,Fishdom
565,TOPICS Entertainment,Fishdom
566,Playrix LLC,Fishdom
567,System Prisma,Classic Dungeon X2
568,NIS America,Classic Dungeon X2
569,Vivendi Games,Whirl Tour
570,Papaya Studio,Whirl Tour
571,Kalypso Media Digital,Grand Ages: Medieval
572,Gaming Minds Studios,Grand Ages: Medieval
573,2K Sports,Major League Baseball 2K11
574,Visual Concepts,Major League Baseball 2K11
575,Take-Two Interactive,Major League Baseball 2K11
576,Majesco Entertainment,Cartoon Network Block Party
577,Carapace,Power Spike Pro Beach Volleyball
578,Infogrames,Power Spike Pro Beach Volleyball
579,Bandai Namco Entertainment,SD Gundam: Scad Hammers
580,Destineer,Spitfire Heroes: Tales of the Royal Air Force
581,Altron,Super Bust-A-Move
582,Taito,Super Bust-A-Move
583,High Voltage Software,Saints Row: Gat out of Hell
584,Deep Silver,Saints Row: Gat out of Hell
585,Volition,Saints Row: Gat out of Hell
586,Acclaim Entertainment,ZooCube
587,Graphic State Games,ZooCube
588,EON Digital Entertainment,Stunt GP
589,Atari Europe,Stunt GP
590,Titus France,Stunt GP
591,Titus Interactive,Stunt GP
592,Team17,Stunt GP
593,Psikyo,Strikers 1945
594,Atlus,Strikers 1945
595,ZeroDiv,Strikers 1945
596,Visual Concepts,NBA 2K
597,Sega Sports R&D,NBA 2K
598,Activision,World Series of Poker
599,Left Field Productions,World Series of Poker
600,Electronic Arts,Plants vs. Zombies: Garden Warfare 2
601,PopCap Games,Plants vs. Zombies: Garden Warfare 2
602,Kuju Entertainment,Reign of Fire
603,BAM! Entertainment,Reign of Fire
604,"Natsume Co., Ltd.",Nicktoons: Attack of the Toybots
605,THQ,Nicktoons: Attack of the Toybots
606,Raven Software,Singularity
607,Activision,Singularity
608,Raven Software,Singularity
609,Activision,Singularity
610,Monster Games,NASCAR Heat Evolution
611,Dusenberry Martin Racing,NASCAR Heat Evolution
612,The Game Factory,Cartoon Network Racing
613,Firebrand Games,Cartoon Network Racing
614,BEC,Ms Saga: A New Dawn
615,Bandai,Ms Saga: A New Dawn
616,Ubisoft Montreal,Child of Light
617,Ubisoft Entertainment,Child of Light
618,Midway Games,The Grim Adventures of Billy & Mandy
619,Full Fat,The Grim Adventures of Billy & Mandy
620,High Voltage Software,The Grim Adventures of Billy & Mandy
621,Halfbrick Studios,Barnyard
622,THQ,Barnyard
623,Nippon Ichi Software,GrimGrimoire
624,Koei,GrimGrimoire
625,Vanillaware,GrimGrimoire
626,Sony Computer Entertainment,GrimGrimoire
627,Conspiracy Entertainment,Rock of the Dead
628,UFO Interactive Software,Rock of the Dead
629,Epicenter Studios,Rock of the Dead
630,SouthPeak Interactive,TNA iMPACT: Cross the Line
631,Point of View,TNA iMPACT: Cross the Line
